pub_date,headline,abstract,keywords,lead_paragraph,date_parsed
2024-12-28 23:28:26+00:00,"{'main': '2 Are Killed in Texas Tornado and Storms in Mississippi', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tornado Strikes Texas, and a Severe Storm System Spreads', 'name': None, 'seo': None, 'sub': None}","A tornado that touched down in Brazoria County, Texas, struck some homes and other structures on Saturday, the authorities said. It was a day of tornado warnings in Texas, Louisiana and Mississippi.","[{'name': 'subject', 'value': 'Tornadoes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Brazoria County (Tex)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Houston (Tex)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Louisiana', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Mississippi', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Texas', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Weather', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Wind', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Lake Charles (La)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Southern States (US)', 'rank': 11, 'major': 'N'}]","Update: Severe weather marched across the Southeastern United States on Sunday, a day after a tornado and storms killed three people in Texas and Mississippi.",2024-12-28T23:28:26Z
2024-12-16 16:45:05+00:00,"{'main': 'Supreme Court Rejects Former Lt. Gov.’s Bid to Dismiss Charges', 'kicker': None, 'content_kicker': None, 'print_headline': 'Way Cleared To Start Trial Of Ex-Official In New York', 'name': None, 'seo': None, 'sub': None}","The former lieutenant governor of New York, Brian Benjamin, is accused of funneling state money to a local real estate developer in exchange for campaign contributions.","[{'name': 'persons', 'value': 'Benjamin, Brian A (1976- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Corruption (Institutional)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery and Kickbacks', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 6, 'major': 'N'}]","Brian A. Benjamin, the former lieutenant governor of New York, must face trial on federal corruption charges, after the U.S. Supreme Court turned down a request on Monday to dismiss much of the case.",2024-12-16T16:45:05Z
2024-12-17 23:45:20+00:00,"{'main': 'Sherrod Brown Signs Off in the Senate. For Now.', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Ohio’s senior Democratic senator told colleagues that despite his defeat, he was not done with politics just yet.","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, Senate', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Brown, Sherrod', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Vance, J D', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Moreno, Bernie (1967- )', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 9, 'major': 'N'}]","Like other senators leaving the chamber next month, Senator Sherrod Brown, Democrat of Ohio, on Tuesday marked the end of his three terms with an emotional, highly personal floor speech. But he refused to call it a farewell.",2024-12-17T23:45:20Z
2024-12-20 19:14:29+00:00,"{'main': 'Russia’s Abrupt Setback in Syria Creates Headaches for Putin', 'kicker': None, 'content_kicker': None, 'print_headline': 'Abrupt Change in Syria Leaves Moscow Scrambling for a Positive Spin', 'name': None, 'seo': None, 'sub': None}",Losing Syrian military bases would hurt the Kremlin’s attempts to project power in the Middle East and Africa.,"[{'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Military Bases and Installations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Hayat Tahrir al-Sham', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'AFRICA', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 11, 'major': 'N'}]","For decades, Russia has been trying to rebuild its influence in the Middle East. But after the rapid collapse of the Assad regime in Syria, the Kremlin is scrambling to salvage whatever it can.",2024-12-20T19:14:29Z
2024-12-12 10:02:55+00:00,"{'main': 'The Figure Skater Who Treats the Rink as a Runway', 'kicker': None, 'content_kicker': None, 'print_headline': 'She Glides Down the Runway', 'name': None, 'seo': None, 'sub': None}",Madison Chock has earned a reputation for ice dancing in costumes as dazzling as her performances.,"[{'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Figure Skating', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Ice Dancing', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Chock, Madison', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 5, 'major': 'N'}]","The Chrysler Building. Salvador Dalí. Billie Eilish. Aliens. All have inspired costumes worn by the figure skater Madison Chock, who is known not only for intricate twizzles and lifts but also for competing in ensembles that have raised the bar for fashion in her sport. Almost all of her costumes over the last two decades have been designed by Ms. Chock herself.",2024-12-12T10:02:55Z
2024-12-18 15:43:37+00:00,"{'main': 'Tiny Love Stories: ‘What Could Those Two Be Talking About?’', 'kicker': 'Modern Love', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.","[{'name': 'subject', 'value': 'Dating and Relationships', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Love (Emotion)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospice Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas Trees', 'rank': 5, 'major': 'N'}]","When I was small, we lived above my father’s office in Bed-Stuy. My father said he would spot me and my mother out the window and wonder, “What could those two be talking about?” Since I could speak, I talked. And my mother listened. When the hospice nurse said, “It will be soon,” I wasn’t surprised. Earlier that day, my mother told me, “JoAnn, I just can’t listen to you anymore.” She always listened to me. Five years after her passing, I still haven’t found someone who makes me feel fully heard. Maybe Mom set the bar too high. — JoAnn Leah Rock",2024-12-18T15:43:37Z
2024-12-05 23:26:49+00:00,"{'main': 'A Visual Timeline of the UnitedHealthcare C.E.O. Shooting', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","A gunman killed Brian Thompson in Midtown Manhattan Dec. 4. Maps, surveillance footage and photos show how the shooting unfolded and how the suspect fled.","[{'name': 'organizations', 'value': 'UnitedHealth Group Inc', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Brian (1974-2024)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Midtown Area (Manhattan, NY)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Police Department (NYC)', 'rank': 5, 'major': 'N'}]","A gunman killed Brian Thompson in Midtown Manhattan Dec. 4. Maps, surveillance footage and photos show how the shooting unfolded and how the suspect fled.",2024-12-05T23:26:49Z
2024-12-20 00:12:45+00:00,"{'main': 'How Each House Member Voted on the Bills to Avoid a Government Shutdown', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The House passed a measure to fund the federal government for a few months, extend the farm bill and provide new disaster aid.","[{'name': 'organizations', 'value': 'House of Representatives', 'rank': 1, 'major': 'N'}]","The House passed a measure to fund the federal government for a few months, extend the farm bill and provide new disaster aid.",2024-12-20T00:12:45Z
2024-12-06 17:00:16+00:00,"{'main': 'In Japan, Designers Fit Big Ideas Into Tiny Homes', 'kicker': 'Living small', 'content_kicker': None, 'print_headline': 'Designers Make Their Big Ideas Fit the Space', 'name': None, 'seo': None, 'sub': None}",Some newer houses around the country are barely wider than a common family car.,"[{'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Interior Design and Furnishings', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARCHITECTURE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Repairs and Improvements', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sustainable Living', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tiny Homes and Micro-Housing', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Tokyo (Japan)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 8, 'major': 'N'}]","In the labyrinthine back streets of Tokyo stands an odd geometric structure that looks nothing like the houses surrounding it. With its vertical wood siding, imposing oblong form and almost total lack of windows, it looks like an artwork, or a mini fortress. Appropriately enough, it’s called The Keep. And it’s designed as a home.",2024-12-06T17:00:16Z
2024-12-23 08:00:56+00:00,"{'main': 'Review: Natasha, Pierre and the Great Comet of Who Knows When', 'kicker': None, 'content_kicker': None, 'print_headline': 'Characters From Tolstoy in Leather Pants, Fishnets and Kilts', 'name': None, 'seo': None, 'sub': None}","Dave Malloy’s musical, which was a hit in New York, comes to London in an antirealist staging that loses the 1812 setting and some emotional punch.","[{'name': 'creative_works', 'value': 'Natasha, Pierre & the Great Comet of 1812 (Play)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Malloy, Dave', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sheader, Timothy', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Donmar Warehouse Theater', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'London (England)', 'rank': 6, 'major': 'N'}]","In a new London production of Dave Malloy’s Tolstoy-inspired pop opera, “Natasha, Pierre & the Great Comet of 1812,” the stage is featureless but for six huge, light-up letters that spell out the show’s setting: Moscow. One of the O’s hangs overhead, and the W is facing backward with its wiring exposed — an apt metaphor for a piece that makes a comic virtue of showing its workings.",2024-12-23T08:00:56Z
2024-12-07 10:02:09+00:00,"{'main': 'TeamLab, Art’s Greatest Sugar Rush, Is Building an Empire', 'kicker': None, 'content_kicker': None, 'print_headline': 'Like a Play Area With Lofty Themes', 'name': None, 'seo': None, 'sub': None}","The art collective behind teamLab, which started in Japan, has expanded across the world, developing partnerships to pay for its immersive technology.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Lighting', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'teamLab (Art Collective)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Inoko, Toshiyuki', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Tokyo (Japan)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Abu Dhabi (United Arab Emirates)', 'rank': 6, 'major': 'N'}]","During an economically challenging period for many cultural institutions, a collective of artists and engineers have lured millions of visitors into their global network of nearly 60 perfectly Instagrammable, immersive art centers and exhibitions, expanding from Japan to China and Saudi Arabia, and, soon, to the United Arab Emirates.",2024-12-07T10:02:09Z
2024-12-24 05:01:19+00:00,"{'main': 'Sorting Fact From Fiction as Fear Engulfs Bangladesh’s Hindus', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Bangladesh Hindus, Exaggerated Violence Muddies Actual Threats', 'name': None, 'seo': None, 'sub': None}","Reports of vandalism and mob violence are real, but wilder accusations emanating from India muddy the picture.","[{'name': 'subject', 'value': 'Hinduism', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vandalism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Temples (Religious)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Wazed, Hasina', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Yunus, Muhammad', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Bangladesh', 'rank': 7, 'major': 'N'}]","The reports, often accompanied by grainy footage, are frequent: Hindu temples vandalized and set on fire in Bangladesh, minority Hindus targeted and killed.",2024-12-24T05:01:19Z
2024-12-30 17:00:02+00:00,"{'main': 'The 2024 Good Tech Awards', 'kicker': 'the shift', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","In a year of continued A.I. progress, “founder mode” drama and a Trump election win, a few tech projects stood out for their clear benefits to humanity.","[{'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Voyager Project', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'ChatGPT', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Antibiotics', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Space and Astronomy', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Podcasts', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Bluesky (Social Network)', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Two Thousand Twenty Four', 'rank': 13, 'major': 'N'}]","In the tech industry, 2024 was a year of fast change and shifting winds.",2024-12-30T17:00:02Z
2024-12-24 08:00:05+00:00,"{'main': 'A New Way to Shrink Class Sizes: Let Schools Take Charge', 'kicker': None, 'content_kicker': None, 'print_headline': 'When Class Sizes Had to Drop, New York City Schools Made It Work', 'name': None, 'seo': None, 'sub': None}","This year, schools were encouraged to come up with their own plans to lower their class sizes and apply to the Department of Education for funding.","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Education (K-12)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Teachers and School Employees', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Education Department (NYC)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Federation of Teachers', 'rank': 5, 'major': 'N'}]","Two years ago, New York State lawmakers passed a measure that required New York City’s public schools to lower their class sizes at a time when the city was in the midst of profound change.",2024-12-24T08:00:05Z
2024-12-10 21:00:42+00:00,"{'main': 'A Tour of Assad’s Monumental Palace, With a Scruffy Rebel as a Guide', 'kicker': 'syria dispatch', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The televisions may be stripped away now, but a presidential residence still contains many remnants of a brutal reign.","[{'name': 'subject', 'value': 'Palaces and Castles', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hayat Tahrir al-Sham', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Asma al-', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Assad, Bashar al-', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Shaaban, Bouthaina', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Damascus (Syria)', 'rank': 6, 'major': 'N'}]","Red carpets still run down the airy hallways of the mountaintop presidential palace in the Syrian capital, Damascus. Large chandeliers hang in ornate reception rooms filled with wooden Damascene furniture. Modernist sculptures remain in place in offices and sitting rooms.",2024-12-10T21:00:42Z
2024-12-28 22:07:20+00:00,"{'main': 'Severe Weekend Weather Disrupts Holiday Travel', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","More than 9,000 flights were delayed on Saturday amid threats of rain, snow and tornadoes across the country.","[{'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Airports', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weather', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tornadoes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Snow and Snowstorms', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Dallas-Fort Worth International Airport', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Hartsfield-Jackson Atlanta International Airport (Atlanta, Ga)', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Kennedy International Airport (Queens, NY)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Atlanta (Ga)', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Dallas (Tex)', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'Fort Myers (Fla)', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'Fort Worth (Tex)', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Houston (Tex)', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'Las Vegas (Nev)', 'rank': 18, 'major': 'N'}, {'name': 'glocations', 'value': 'New Orleans (La)', 'rank': 19, 'major': 'N'}, {'name': 'glocations', 'value': 'Texas', 'rank': 20, 'major': 'N'}]","Thousands of flights around the country were delayed or canceled on Saturday because of severe weather, disrupting travel for many returning home after the holidays.",2024-12-28T22:07:20Z
2024-05-01 04:20:14+00:00,"{'main': 'Quotation of the Day: Delicious Wherever You Are', 'kicker': None, 'content_kicker': None, 'print_headline': 'Quote of the Day', 'name': None, 'seo': None, 'sub': None}","Quotation of the Day for Wednesday, May 1, 2024.",[],"“It is basically just a standard, not-so-interesting cake. It has a different standing outside Germany as something special.”",2024-05-01T04:20:14Z
2024-11-01 17:03:39+00:00,"{'main': 'U.S. Spy Agencies Issue New Warning on Russia’s Election Misinformation Campaign', 'kicker': None, 'content_kicker': None, 'print_headline': '‘Fire Hose’ of Falsehoods Being Pushed by Russia, U.S. Spy Agencies Warn', 'name': None, 'seo': None, 'sub': None}",Three recent videos have sought to undermine confidence in the security of the vote.,"[{'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rumors and Misinformation', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Microsoft Corp', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Bucks County (Pa)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Harris, Kamala D', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Walz, Tim', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'vis-video', 'rank': 10, 'major': 'N'}]","U.S. intelligence agencies have concluded that Russia is behind two new fabricated videos that appeared on social media this week falsely claiming that Haitians illegally voted in Georgia and that Vice President Kamala Harris and her husband received a $500,000 bribe from the performer Sean Combs.",2024-11-01T17:03:39Z
2024-12-05 23:22:33+00:00,"{'main': 'How a Stowaway at J.F.K. Airport Made It All the Way to Paris', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Prosecutors accused Svetlana Dali, 57, of hiding among other travelers during a busy travel day before Thanksgiving.","[{'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Airport Security', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stowaways', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Airports', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'De Gaulle, Charles, Airport', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Delta Air Lines Inc', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Kennedy International Airport (Queens, NY)', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Transportation Security Administration', 'rank': 9, 'major': 'N'}]","A woman who stowed away on a flight from New York to France last week managed to do so without a passport, much less a boarding pass, federal prosecutors said on Thursday.",2024-12-05T23:22:33Z
2024-12-25 16:00:02+00:00,"{'main': 'We Won’t Go Until We Get Some Cinnamon Toast Cookies', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",And more delightful — and easy — sweet treats for a very happy holiday.,"[{'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 2, 'major': 'N'}]",Happy holidays! Whatever you and yours may be celebrating today — even if it’s just a day off — I hope it’s warm and wonderful.,2024-12-25T16:00:02Z
2024-12-10 23:07:15+00:00,"{'main': 'Wildfire Conditions Are Expected to Ease by the End of the Week', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Rising humidity and a breeze pushing moist air inland from the Pacific Ocean are expected lower the wildfire risk around Malibu, Calif., by Thursday, forecasters said.","[{'name': 'subject', 'value': 'Fires and Firefighters', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Weather', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Wildfires', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wind', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Malibu (Calif)', 'rank': 5, 'major': 'N'}]","Much of Southern California will remain at risk for wildfires through Wednesday, forecasters warned, as firefighters struggled to bring the quick-moving Franklin fire in Malibu, Calif., under control.",2024-12-10T23:07:15Z
2024-12-03 20:53:53+00:00,"{'main': 'Justice Dept.’s Apolitical Tradition Is Challenged by 2 Presidents', 'kicker': None, 'content_kicker': None, 'print_headline': 'Justice Dept. Confronts Tests On Two Fronts', 'name': None, 'seo': None, 'sub': None}",The post-Watergate norm that political leaders should steer clear of criminal cases is being tested from opposite ends of the political spectrum.,"[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Special Prosecutors (Independent Counsel)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Amnesties, Commutations and Pardons', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Hunter', 'rank': 8, 'major': 'N'}]",The special counsel appointed to investigate President-elect Donald J. Trump is wrapping up his work without the charges he brought in two cases ever going in front of a jury.,2024-12-03T20:53:53Z
2024-12-31 10:00:32+00:00,"{'main': 'For Those Who Don’t Trust Tap, There’s ‘Raw Water’', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",Untreated water enthusiasts swear by natural springs. Their movement has parallels with raw milk drinkers and vaccine skeptics.,"[{'name': 'subject', 'value': 'Water', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, Robert F Jr', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Marin County (Calif)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'PFAS (Per- and Polyfluoroalkyl Substances)', 'rank': 5, 'major': 'N'}]","The highway that winds along the coast of Marin County offers some of California’s most magnificent vistas, with the deep blue Pacific Ocean glittering through veils of fog. But for a handful of travelers, the views aren’t the prize.",2024-12-31T10:00:32Z
2024-12-18 22:20:42+00:00,"{'main': 'Trump Takes Credit for New Border Security Plan Outlined by Canada', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","After Canada unveiled its plan to secure the border with the United States, Mr. Trump’s transition team attributed the action to the president elect.","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Transition (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Trudeau, Justin', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Canada', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 9, 'major': 'N'}]",President-elect Donald J. Trump on Wednesday took credit for a new border security plan — that was announced by Canada.,2024-12-18T22:20:42Z
2024-12-25 14:00:04+00:00,"{'main': 'Wish the Trump Administration Well? Nope.', 'kicker': 'letters', 'content_kicker': None, 'print_headline': 'Wish the New Administration Well? Nope.', 'name': None, 'seo': None, 'sub': None}",Readers disagree with Bret Stephens. Also: Biden’s commutation of death sentences; a suspect’s immigration status; threats to the economy.,"[{'name': 'subject', 'value': 'Amnesties, Commutations and Pardons', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Capital Punishment', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Subways', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Stephens, Bret (1973- )', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 10, 'major': 'N'}]",To the Editor:,2024-12-25T14:00:04Z
